country,demographic,coefficient,intercept,test_size,r_squared,latitude,longitude
Cayman Islands,Female 5-17,-0.0,0.0,0.01,1.0,19.5417212,-80.5667132
Cayman Islands,Female 18-59,0.9420731707317072,-1894.1158536585365,0.126,0.946771824806654,19.5417212,-80.5667132
Cayman Islands,Female 60+,-0.0,0.0,0.01,1.0,19.5417212,-80.5667132
Cayman Islands,Male 0-4,-0.0,0.0,0.01,1.0,19.5417212,-80.5667132
Cayman Islands,Male 5-17,0.04761904761904763,-95.58333333333336,0.01,0.0,19.5417212,-80.5667132
Cayman Islands,Male 18-59,1.2706185567010315,-2550.832474226806,0.1898,0.8367354394728123,19.5417212,-80.5667132
Cayman Islands,Male 60+,0.0,0.0,0.01,1.0,19.5417212,-80.5667132
Central African Republic,Female 0-4,-263.6861445783132,535350.5734939758,0.07669999999999999,0.40853804179893416,7.0323598,19.9981227
Central African Republic,Female 5-17,-523.732796780684,1066353.5384305832,0.0999,0.2686695278231106,7.0323598,19.9981227
Central African Republic,Female 18-59,-703.9978260869564,1433302.3815217388,0.097,0.19565674154946866,7.0323598,19.9981227
Central African Republic,Female 60+,-4.358532934131732,9494.809880239512,0.01,0.0,7.0323598,19.9981227
Central African Republic,Male 0-4,-369.24655436447154,748623.0306278709,0.08829999999999999,0.21588169585113004,7.0323598,19.9981227
Central African Republic,Male 5-17,-568.3098471986417,1156390.4117147708,0.08249999999999999,0.38750848880427946,7.0323598,19.9981227
Central African Republic,Male 18-59,-867.8706521739131,1763466.3880434784,0.07959999999999999,0.24857686991727054,7.0323598,19.9981227
Central African Republic,Male 60+,-4.611670020120727,9949.189134808856,0.08249999999999999,0.06625658102249267,7.0323598,19.9981227
Chad,Female 0-4,2435.910958904109,-4865853.952054794,0.1434,0.9554008324387384,15.6134137,19.0156172
Chad,Female 5-17,7328.087529411761,-14652846.487999992,0.1028,0.970289555407205,15.6134137,19.0156172
Chad,Female 18-59,6587.6566265060255,-13164017.439759038,0.1985,0.9369233980702832,15.6134137,19.0156172
Chad,Female 60+,848.5392941176468,-1697523.7072941172,0.1028,0.9891945470873148,15.6134137,19.0156172
Chad,Male 0-4,2504.4533248081843,-5003760.803708442,0.06509999999999999,0.9675052370441852,15.6134137,19.0156172
Chad,Male 5-17,6850.749203821655,-13697225.083598725,0.1202,0.9739313967254364,15.6134137,19.0156172
Chad,Male 18-59,4676.314017660042,-9354256.512693152,0.1376,0.9938355898013668,15.6134137,19.0156172
Chad,Male 60+,620.9598470363287,-1242283.357552581,0.0999,0.9558642768290216,15.6134137,19.0156172
Chile,Female 0-4,1.360492379835873,-2716.9607268464238,0.1463,0.8357896636480909,-31.7613365,-71.3187697
Chile,Female 5-17,2.50513259195894,-4980.815654405476,0.08539999999999999,0.8241777055941399,-31.7613365,-71.3187697
Chile,Female 18-59,45.61698324022346,-91326.46256983241,0.1086,0.9720422799692372,-31.7613365,-71.3187697
Chile,Female 60+,0.6983240223463688,-1396.9646182495346,0.1173,0.9798184405705488,-31.7613365,-71.3187697
Chile,Male 0-4,1.6481481481481477,-3290.74074074074,0.1637,0.7083484522544368,-31.7613365,-71.3187697
Chile,Male 5-17,2.92633315008246,-5815.235843870251,0.1753,0.8347076039066914,-31.7613365,-71.3187697
Chile,Male 18-59,53.075834175935285,-106168.41405460061,0.1231,0.9840036120310596,-31.7613365,-71.3187697
Chile,Male 60+,0.6743682310469312,-1349.4782190132366,0.1289,0.8233959424928041,-31.7613365,-71.3187697
China,Female 0-4,-430.7239013933548,867213.2192926047,0.1376,0.7732064636694793,35.000074,104.999927
China,Female 5-17,-1653.615567567567,3329116.5928648636,0.1753,0.9380472326718464,35.000074,104.999927
China,Female 18-59,-4602.083916083915,9265112.968531467,0.1434,0.7744089505740289,35.000074,104.999927
China,Female 60+,-1002.1473962930272,2017495.997352162,0.1202,0.937741544205618,35.000074,104.999927
China,Male 0-4,-605.9516129032257,1219748.7903225806,0.1492,0.9786931800403472,35.000074,104.999927
China,Male 5-17,-1920.6469780219775,3866577.48076923,0.06799999999999999,0.8708883374911934,35.000074,104.999927
China,Male 18-59,-4943.788999999998,9952329.363999996,0.1115,0.9627432245659616,35.000074,104.999927
China,Male 60+,-970.906544101554,1954656.7270737581,0.1231,0.8746370079158929,35.000074,104.999927
Colombia,Female 0-4,2.50374531835206,-5018.7041198501865,0.01,0.0,2.8894434,-73.783892
Colombia,Female 5-17,6.0490269461077855,-12121.333083832338,0.01,0.0,2.8894434,-73.783892
Colombia,Female 18-59,18.51150347779561,-37085.14125200641,0.01,0.0,2.8894434,-73.783892
Colombia,Female 60+,0.2558375634517768,-499.7116751269039,0.06799999999999999,0.08036337504761626,2.8894434,-73.783892
Colombia,Male 0-4,1.2055795416805053,-2414.418133510463,0.2971,0.0059964111642726295,2.8894434,-73.783892
Colombia,Male 5-17,5.139941690962102,-10293.746355685134,0.01,0.0,2.8894434,-73.783892
Colombia,Male 18-59,26.12039742840444,-52276.76388077148,0.06509999999999999,0.910625244969291,2.8894434,-73.783892
Colombia,Male 60+,0.2513464991023339,-489.05565529622976,0.1347,0.3349632917939909,2.8894434,-73.783892
Congo,Female 0-4,22.369582664526483,-39658.0529695024,0.01,0.0,-0.7264327,15.6419155
Congo,Female 5-17,66.16666666666669,-119976.59803921572,0.01,0.0,-0.7264327,15.6419155
Congo,Female 18-59,156.70183758150557,-300412.7548903378,0.06509999999999999,0.6262122020454326,-0.7264327,15.6419155
Congo,Female 60+,-5.995076317085175,13067.047759724264,0.01,0.0,-0.7264327,15.6419155
Congo,Male 0-4,-15.503302845528438,36755.01854674793,0.01,0.0,-0.7264327,15.6419155
Congo,Male 5-17,-65.79664723032074,145548.41545189513,0.01,0.0,-0.7264327,15.6419155
Congo,Male 18-59,412.7650359066427,-813941.7351885098,0.2594,0.17489254851221647,-0.7264327,15.6419155
Congo,Male 60+,-0.7755763002476667,2403.2916746046867,0.1985,0.009411156025011858,-0.7264327,15.6419155
Costa Rica,Female 0-4,-2.859236234458261,5902.5421847246935,0.2072,0.02037724457117629,10.2735633,-84.0739102
Costa Rica,Female 5-17,-27.75273722627736,56578.83576642332,0.2449,0.22382509480538715,10.2735633,-84.0739102
Costa Rica,Female 18-59,-70.68490153172864,144900.69452954046,0.1608,0.2760016996040022,10.2735633,-84.0739102
Costa Rica,Female 60+,-2.590909090909089,5299.616161616159,0.1985,0.3422072212492794,10.2735633,-84.0739102
Costa Rica,Male 0-4,-0.4976090854751935,1175.7845188284502,0.01,0.0,10.2735633,-84.0739102
Costa Rica,Male 5-17,-12.989271781534452,27140.438231469423,0.01,0.0,10.2735633,-84.0739102
Costa Rica,Male 18-59,-86.04395604395599,176707.26923076913,0.1173,0.2652745111021494,10.2735633,-84.0739102
Costa Rica,Male 60+,-3.121148036253775,6442.973111782474,0.01,0.0,10.2735633,-84.0739102
Croatia,Female 0-4,1.4006130629568492,-2804.6180146191923,0.1724,0.9006240683009686,45.5643442,17.0118954
Croatia,Female 5-17,3.879256965944272,-7763.696594427243,0.08829999999999999,0.9665661033844904,45.5643442,17.0118954
Croatia,Female 18-59,6.77438181538934,-13465.334050069112,0.0593,0.4242466478785242,45.5643442,17.0118954
Croatia,Female 60+,0.17484138604197208,-282.7989263055157,0.01,0.0,45.5643442,17.0118954
Croatia,Male 0-4,1.5385035499726925,-3081.440196613872,0.0593,0.9382864323721484,45.5643442,17.0118954
Croatia,Male 5-17,5.141935483870969,-10286.623655913982,0.1521,0.9586742313045752,45.5643442,17.0118954
Croatia,Male 18-59,27.70242774566473,-55398.829595375704,0.2217,0.9687336932451491,45.5643442,17.0118954
Croatia,Male 60+,0.2462342079689024,-433.2854713313907,0.01,0.0,45.5643442,17.0118954
Cuba,Female 0-4,0.18797776233495486,-376.7435719249479,0.1347,0.6966710508078802,23.0131338,-80.8328748
Cuba,Female 5-17,0.007748983739837431,-10.9265752032521,0.01,0.0,23.0131338,-80.8328748
Cuba,Female 18-59,1.8668018931710624,-3728.9800540906044,0.0622,0.8459531671827041,23.0131338,-80.8328748
Cuba,Female 60+,0.06668642560758745,-133.68553645524602,0.06509999999999999,0.8783997647198651,23.0131338,-80.8328748
Cuba,Male 0-4,0.02261985145172181,-44.18264686022957,0.1434,0.10949169041094108,23.0131338,-80.8328748
Cuba,Male 5-17,-0.5062761506276152,1033.782426778243,0.2043,0.12069221236692065,23.0131338,-80.8328748
Cuba,Male 18-59,8.921027037541332,-17646.315113791086,0.2014,0.41924318569010655,23.0131338,-80.8328748
Cuba,Male 60+,0.06430155210643017,-128.73004434589802,0.08249999999999999,0.6138944744618005,23.0131338,-80.8328748
Curaçao,Female 0-4,0.1746575342465753,-351.25684931506834,0.01,0.0,12.1845,-68.9640875031406
Curaçao,Female 5-17,0.3105590062111803,-621.0807453416152,0.1463,0.1904680548196576,12.1845,-68.9640875031406
Curaçao,Female 18-59,2.2500000000000004,-4513.333333333334,0.1347,0.5970293209876598,12.1845,-68.9640875031406
Curaçao,Female 60+,0.029411764705882342,-58.73529411764704,0.1376,0.10034602076123866,12.1845,-68.9640875031406
Curaçao,Male 0-4,0.10666666666666674,-212.77333333333348,0.15789999999999998,0.2943999999999942,12.1845,-68.9640875031406
Curaçao,Male 5-17,0.6428571428571429,-1291.547619047619,0.2217,0.8689058956915952,12.1845,-68.9640875031406
Curaçao,Male 18-59,0.9207317073170732,-1833.9695121951215,0.2797,0.21274650320058572,12.1845,-68.9640875031406
Curaçao,Male 60+,0.21428571428571427,-430.4047619047618,0.155,0.7528344671201855,12.1845,-68.9640875031406
Cyprus,Female 0-4,0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Female 5-17,-0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Female 18-59,-0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Female 60+,-0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Male 0-4,0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Male 5-17,0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Male 18-59,-0.0,0.0,0.01,1.0,34.9823018,33.1451285
Cyprus,Male 60+,-0.0,0.0,0.01,1.0,34.9823018,33.1451285
Czech Republic,Female 0-4,-2.6072821846553955,5249.617685305589,0.2478,0.7754974194398268,49.8167003,15.4749544
Czech Republic,Female 5-17,-4.721006054960411,9508.052165812764,0.1115,0.8879737847188605,49.8167003,15.4749544
Czech Republic,Female 18-59,-4.352102464958916,8781.600289995164,0.1057,0.8893059585320394,49.8167003,15.4749544
Czech Republic,Female 60+,-0.9541249764017372,1934.041532943176,0.01,0.0,49.8167003,15.4749544
Czech Republic,Male 0-4,-2.2122148288973382,4454.218393536122,0.07379999999999999,0.9440313904044368,49.8167003,15.4749544
Czech Republic,Male 5-17,-4.319078947368422,8698.568066801621,0.0912,0.9841360404761128,49.8167003,15.4749544
Czech Republic,Male 18-59,-3.934817170111288,7935.370429252785,0.1144,0.9940043071943034,49.8167003,15.4749544
Czech Republic,Male 60+,-0.2994149973408969,602.8604857294805,0.01,0.0,49.8167003,15.4749544
Côte d'Ivoire,Female 0-4,-236.8699742072523,480374.64254286146,0.0593,0.5581930194183194,7.9897371,-5.5679458
Côte d'Ivoire,Female 5-17,-696.730752437782,1409708.021539805,0.07959999999999999,0.7392490630787503,7.9897371,-5.5679458
Côte d'Ivoire,Female 18-59,-740.9225828262332,1501750.0023664627,0.1028,0.8108544443316141,7.9897371,-5.5679458
Côte d'Ivoire,Female 60+,-118.6108502024292,239442.71530364378,0.08249999999999999,0.9212021743885762,7.9897371,-5.5679458
Côte d'Ivoire,Male 0-4,-207.4280308543153,420973.6457575318,0.0941,0.7321300838861138,7.9897371,-5.5679458
Côte d'Ivoire,Male 5-17,-550.4765856550089,1115785.2584469472,0.08829999999999999,0.441408375438897,7.9897371,-5.5679458
Côte d'Ivoire,Male 18-59,-518.5190889726365,1054035.011961331,0.07379999999999999,0.4629367164558227,7.9897371,-5.5679458
Côte d'Ivoire,Male 60+,-39.392215568862255,80196.73790879776,0.2768,0.17758465896985742,7.9897371,-5.5679458
Democratic Republic of the Congo,Female 0-4,32064.307374541,-64275947.54605263,0.1637,0.9086343146927554,-2.9814344,23.8222636
Democratic Republic of the Congo,Female 5-17,59568.023950826624,-119427531.42306064,0.2652,0.9360959145650812,-2.9814344,23.8222636
Democratic Republic of the Congo,Female 18-59,57350.90722656249,-114967124.56249996,0.1376,0.9954607551623742,-2.9814344,23.8222636
Democratic Republic of the Congo,Female 60+,6383.306181717606,-12798511.878025172,0.06509999999999999,0.9714348746184079,-2.9814344,23.8222636
Democratic Republic of the Congo,Male 0-4,32204.783248443688,-64563074.83984154,0.06799999999999999,0.9595062917310572,-2.9814344,23.8222636
Democratic Republic of the Congo,Male 5-17,53781.225374064845,-107825214.77182046,0.155,0.9018098423703144,-2.9814344,23.8222636
Democratic Republic of the Congo,Male 18-59,47316.99725274725,-94866924.62087911,0.2014,0.8669545122087191,-2.9814344,23.8222636
Democratic Republic of the Congo,Male 60+,4878.368932038836,-9781658.410540916,0.2217,0.9235483515050228,-2.9814344,23.8222636
Denmark,Female 0-4,-2.488038277511964,5027.827751196176,0.01,0.0,55.670249,10.3333283
Denmark,Female 5-17,-3.3571428571428568,6798.214285714286,0.01,0.0,55.670249,10.3333283
Denmark,Female 18-59,-0.0,0.0,0.01,0.0,55.670249,10.3333283
Denmark,Female 60+,-20.228571428571442,40789.790476190516,0.01,0.0,55.670249,10.3333283
Denmark,Male 0-4,0.0,0.0,0.01,0.0,55.670249,10.3333283
Denmark,Male 5-17,-3.557142857142859,7203.214285714291,0.01,0.0,55.670249,10.3333283
Denmark,Male 18-59,-146.14285714285714,294688.95238095237,0.01,0.0,55.670249,10.3333283
Denmark,Male 60+,-2.7857142857142856,5641.071428571428,0.01,0.0,55.670249,10.3333283
Djibouti,Female 0-4,98.34890597279713,-196763.08338261372,0.1898,0.9672195213058794,11.8145966,42.8453061
Djibouti,Female 5-17,231.06317385444743,-461962.94996630726,0.1608,0.919583378272311,11.8145966,42.8453061
Djibouti,Female 18-59,402.8679543459175,-805783.6625109746,0.07959999999999999,0.9700566769425774,11.8145966,42.8453061
Djibouti,Female 60+,24.561055127445172,-49170.072910492,0.08539999999999999,0.9518293245528964,11.8145966,42.8453061
Djibouti,Male 0-4,109.61474501108648,-219408.23891352548,0.097,0.9832539987934488,11.8145966,42.8453061
Djibouti,Male 5-17,253.84112903225812,-507739.8556451614,0.1608,0.9611976180126788,11.8145966,42.8453061
Djibouti,Male 18-59,495.62500000000017,-991797.4375000001,0.097,0.9317309672086984,11.8145966,42.8453061
Djibouti,Male 60+,26.3240589198036,-52701.850409165316,0.1347,0.989859975575716,11.8145966,42.8453061
Dominican Republic,Female 0-4,-0.493975903614456,1028.947791164655,0.2333,0.009836451579853578,19.0974031,-70.3028026
Dominican Republic,Female 5-17,6.387559808612447,-12716.368421052646,0.2652,0.1408460822546005,19.0974031,-70.3028026
Dominican Republic,Female 18-59,20.10169491525424,-40185.86440677966,0.2449,0.34897179307789283,19.0974031,-70.3028026
Dominican Republic,Female 60+,2.8085106382978733,-5630.8510638297885,0.1405,0.8890900860118536,19.0974031,-70.3028026
Dominican Republic,Male 0-4,-2.398496240601503,4867.345864661653,0.01,0.0,19.0974031,-70.3028026
Dominican Republic,Male 5-17,5.4107142857142865,-10758.482142857143,0.2826,0.14087643680644513,19.0974031,-70.3028026
Dominican Republic,Male 18-59,22.50214592274678,-45032.240343347636,0.2681,0.342627574491987,19.0974031,-70.3028026
Dominican Republic,Male 60+,6.010000000000002,-12066.31,0.2565,0.8739096186015238,19.0974031,-70.3028026
Ecuador,Female 0-4,33.636994691710896,-67014.69701919149,0.1434,0.6718831335385838,-1.3397668,-79.3666965
Ecuador,Female 5-17,403.3695747479176,-805351.3735203859,0.08829999999999999,0.9004700832923329,-1.3397668,-79.3666965
Ecuador,Female 18-59,816.2544624325444,-1625868.6529680362,0.1115,0.7006089951316588,-1.3397668,-79.3666965
Ecuador,Female 60+,62.904866286716384,-125656.51950898735,0.097,0.9303339698733089,-1.3397668,-79.3666965
Ecuador,Male 0-4,26.34098939929329,-52341.16607773853,0.1115,0.6029626643422057,-1.3397668,-79.3666965
Ecuador,Male 5-17,382.8196721311475,-764049.8803278687,0.1144,0.8304242420737337,-1.3397668,-79.3666965
Ecuador,Male 18-59,997.7502569373074,-1988312.6557040084,0.1927,0.7691373284614453,-1.3397668,-79.3666965
Ecuador,Male 60+,86.6926605504587,-173187.89449541282,0.1666,0.8605904112481579,-1.3397668,-79.3666965
Egypt,Female 0-4,1049.2944849115506,-2099769.921956296,0.08249999999999999,0.9955275394620676,26.2540493,29.2675469
Egypt,Female 5-17,3090.0005680742292,-6185894.784321153,0.1956,0.9871578390983886,26.2540493,29.2675469
Egypt,Female 18-59,4123.174636174635,-8255158.906444905,0.1811,0.971091225042449,26.2540493,29.2675469
Egypt,Female 60+,316.97806451612917,-634853.84921659,0.1927,0.996611662207194,26.2540493,29.2675469
Egypt,Male 0-4,1118.7991483321507,-2238830.448545068,0.1434,0.986912852127934,26.2540493,29.2675469
Egypt,Male 5-17,3293.45871559633,-6592685.580848622,0.0622,0.9775317047713245,26.2540493,29.2675469
Egypt,Male 18-59,4278.079072790291,-8561132.534445403,0.1637,0.9808228131152008,26.2540493,29.2675469
Egypt,Male 60+,302.0104684173171,-605021.1692689848,0.1376,0.9978604595847116,26.2540493,29.2675469
El Salvador,Female 0-4,-0.16992353440951566,342.50382327952406,0.2884,0.3012666215029017,13.8000382,-88.9140683
El Salvador,Female 5-17,4.334579180509413,-8689.308001107423,0.01,0.0,13.8000382,-88.9140683
El Salvador,Female 18-59,21.435131195335288,-42938.97157434405,0.01,0.0,13.8000382,-88.9140683
El Salvador,Female 60+,1.809197154471544,-3626.119410569104,0.01,0.0,13.8000382,-88.9140683
El Salvador,Male 0-4,-0.42975696502667454,865.2753408417308,0.0622,0.9639954572590204,13.8000382,-88.9140683
El Salvador,Male 5-17,4.1897266959492425,-8392.919594924351,0.01,0.0,13.8000382,-88.9140683
El Salvador,Male 18-59,79.3792517006803,-159066.8010204082,0.01,0.0,13.8000382,-88.9140683
El Salvador,Male 60+,2.153640256959315,-4313.842433975732,0.15789999999999998,0.6317836615522952,13.8000382,-88.9140683
Eritrea,Female 0-4,-12.395270270270268,25324.85810810811,0.07379999999999999,0.609766647679204,15.9500319,37.9999668
Eritrea,Female 5-17,-5.578568342215181,11829.231744202796,0.0622,0.5561325575985017,15.9500319,37.9999668
Eritrea,Female 18-59,-26.521900269541785,54065.674528301905,0.126,0.8805518192848101,15.9500319,37.9999668
Eritrea,Female 60+,-0.8912270302311793,1829.1218138707761,0.06799999999999999,0.3618059986011739,15.9500319,37.9999668
Eritrea,Male 0-4,-12.810261374636982,26186.958373668927,0.0999,0.5619397158442531,15.9500319,37.9999668
Eritrea,Male 5-17,-11.022782503037668,22833.78675577157,0.1608,0.7047165641599319,15.9500319,37.9999668
Eritrea,Male 18-59,-58.300257927476856,118233.16203914426,0.1028,0.9126805652765524,15.9500319,37.9999668
Eritrea,Male 60+,-1.1936274509803924,2438.9350490196084,0.097,0.6357542021097531,15.9500319,37.9999668
Estonia,Female 0-4,0.07825182101977109,-156.6867845993757,0.16949999999999998,0.6351754859932774,58.7523778,25.3319078
Estonia,Female 5-17,0.14488935721812432,-289.47400772743237,0.08829999999999999,0.4652948111563486,58.7523778,25.3319078
Estonia,Female 18-59,0.8663356093523692,-1733.9919304779642,0.1434,0.8082301984201751,58.7523778,25.3319078
Estonia,Female 60+,0.16243036211699166,-325.53342618384397,0.07089999999999999,0.8082445603889956,58.7523778,25.3319078
Estonia,Male 0-4,0.2096069868995633,-419.49095446038666,0.1753,0.7093357394062211,58.7523778,25.3319078
Estonia,Male 5-17,0.3311469265367317,-662.7183283358322,0.1144,0.7558028519473896,58.7523778,25.3319078
Estonia,Male 18-59,3.6375614552605695,-7272.802949852506,0.1347,0.6607024138542227,58.7523778,25.3319078
Estonia,Male 60+,0.03867028493894165,-77.40637720488465,0.2594,0.12817736054524798,58.7523778,25.3319078
Ethiopia,Female 0-4,3505.8715395003383,-7017054.180958812,0.1492,0.9444469813333818,10.2116702,38.6521203
Ethiopia,Female 5-17,9960.801699286909,-19952868.714610834,0.1057,0.9200375734764048,10.2116702,38.6521203
Ethiopia,Female 18-59,9628.369590989925,-19280882.45939538,0.0941,0.9733803342404844,10.2116702,38.6521203
Ethiopia,Female 60+,535.5329744279946,-1072546.8692559123,0.1782,0.9005821893435223,10.2116702,38.6521203
Ethiopia,Male 0-4,3634.863326184443,-7275837.808734648,0.2188,0.9700873033399552,10.2116702,38.6521203
Ethiopia,Male 5-17,10365.321576763488,-20759514.605809133,0.06799999999999999,0.9299254095880868,10.2116702,38.6521203
Ethiopia,Male 18-59,7960.173974540307,-15934509.101838747,0.16949999999999998,0.8494200905817675,10.2116702,38.6521203
Ethiopia,Male 60+,416.1991877422926,-833275.0825179984,0.2072,0.9460046895814184,10.2116702,38.6521203
Fiji,Female 0-4,0.06267806267806267,-125.94586894586895,0.2217,0.2038619816397742,-18.1239696,179.0122737
Fiji,Female 5-17,0.14146341463414636,-283.59512195121954,0.1608,0.8050565139797634,-18.1239696,179.0122737
Fiji,Female 18-59,0.6150696150696151,-1234.4045864045866,0.15789999999999998,0.9745552155414424,-18.1239696,179.0122737
Fiji,Female 60+,-0.01702786377708979,34.46904024767803,0.2333,0.13550722553972205,-18.1239696,179.0122737
Fiji,Male 0-4,0.038461538461538464,-77.15384615384616,0.0245,1.0,-18.1239696,179.0122737
Fiji,Male 5-17,0.08105263157894732,-162.36315789473682,0.2507,0.8085750692520929,-18.1239696,179.0122737
Fiji,Male 18-59,0.2154340836012862,-428.23954983922835,0.16949999999999998,0.6374117170439795,-18.1239696,179.0122737
Fiji,Male 60+,0.0,0.0,0.01,1.0,-18.1239696,179.0122737
Finland,Female 0-4,0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Female 5-17,-0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Female 18-59,0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Female 60+,-0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Male 0-4,-0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Male 5-17,0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Male 18-59,0.0,0.0,0.01,1.0,63.2467777,25.9209164
Finland,Male 60+,-0.0,0.0,0.01,1.0,63.2467777,25.9209164
France,Female 0-4,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Female 5-17,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Female 18-59,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Female 60+,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Male 0-4,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Male 5-17,-0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Male 18-59,0.0,0.0,0.01,1.0,46.603354,1.8883335
France,Male 60+,0.0,0.0,0.01,1.0,46.603354,1.8883335
Gabon,Female 0-4,-72.8372641509434,146795.98231132078,0.0593,0.9656673847548176,-0.8999695,11.6899699
Gabon,Female 5-17,-178.65322580645156,360449.15725806437,0.0941,0.9989559311709368,-0.8999695,11.6899699
Gabon,Female 18-59,-279.25454170107344,563609.1573080097,0.1347,0.9957266020590716,-0.8999695,11.6899699
Gabon,Female 60+,-11.582500000000005,23378.40875000001,0.1086,0.9766554669340812,-0.8999695,11.6899699
Gabon,Male 0-4,-71.72405660377356,144554.61674528298,0.06509999999999999,0.9642695058201336,-0.8999695,11.6899699
Gabon,Male 5-17,-174.6825,352435.85875,0.07959999999999999,0.9928676515376448,-0.8999695,11.6899699
Gabon,Male 18-59,-401.7663962136577,811169.0398918184,0.07089999999999999,0.996866614890577,-0.8999695,11.6899699
Gabon,Male 60+,-11.468156228008445,23219.25070372977,0.1608,0.833544261660271,-0.8999695,11.6899699
Gambia,Female 0-4,28.889905548996467,-57637.2355371901,0.0999,0.6896802314684023,13.470062,-15.4900464
Gambia,Female 5-17,83.15124264224984,-165826.35120994115,0.0941,0.7700603299257569,13.470062,-15.4900464
Gambia,Female 18-59,108.99220849005913,-217784.26034390114,0.213,0.9646555985231684,13.470062,-15.4900464
Gambia,Female 60+,3.8223609534619767,-7480.510215664021,0.2565,0.29337375471474336,13.470062,-15.4900464
Gambia,Male 0-4,3.4455485702697164,-6393.227540052715,0.2797,0.006416455048319114,13.470062,-15.4900464
Gambia,Male 5-17,69.03963170536426,-137447.86269015208,0.1666,0.7830277075710447,13.470062,-15.4900464
Gambia,Male 18-59,90.0507302075327,-179909.53189853966,0.1521,0.9934143276766996,13.470062,-15.4900464
Gambia,Male 60+,15.593508500772796,-31165.248840803706,0.1724,0.8824053057806941,13.470062,-15.4900464
Germany,Female 0-4,8579.938524590165,-17250959.34016394,0.1434,0.9611949897829852,51.0834196,10.4234469
Germany,Female 5-17,9006.61231884058,-18072900.46376812,0.1463,0.7588110258274462,51.0834196,10.4234469
Germany,Female 18-59,14806.595808383232,-29626702.760479037,0.1608,0.4050668838124395,51.0834196,10.4234469
Germany,Female 60+,-1213.6972972972972,2465292.74054054,0.2275,0.5543105206497178,51.0834196,10.4234469
Germany,Male 0-4,8906.529411764708,-17904827.068627454,0.271,0.9314730592368408,51.0834196,10.4234469
Germany,Male 5-17,15626.126811594204,-31382141.362318844,0.2159,0.9827092925919929,51.0834196,10.4234469
Germany,Male 18-59,57315.8152173913,-115052142.04347824,0.1608,0.9580966586399976,51.0834196,10.4234469
Germany,Male 60+,-423.44927536231916,873125.8260869572,0.16949999999999998,0.2744629637923728,51.0834196,10.4234469
Ghana,Female 0-4,-59.00382096069868,119780.54221251815,0.1376,0.8176807106529342,8.0300284,-1.0800271
Ghana,Female 5-17,-350.74857142857155,709009.1657142859,0.184,0.8871861215980367,8.0300284,-1.0800271
Ghana,Female 18-59,-414.3862280030605,840008.609640398,0.07379999999999999,0.9057504510124028,8.0300284,-1.0800271
Ghana,Female 60+,-12.630589430894304,25687.735264227627,0.1608,0.7273100482609801,8.0300284,-1.0800271
Ghana,Male 0-4,-64.1914672216441,130227.41935483867,0.1202,0.8352788162073979,8.0300284,-1.0800271
Ghana,Male 5-17,-301.45698924731187,609650.9448924732,0.06799999999999999,0.9866546727685416,8.0300284,-1.0800271
Ghana,Male 18-59,-467.37027863777087,947405.6860681114,0.097,0.9943121422931936,8.0300284,-1.0800271
Ghana,Male 60+,-0.0990727183992198,397.27183992191436,0.01,0.0,8.0300284,-1.0800271
Greece,Female 0-4,-4.084507042253523,8225.91549295775,0.2884,0.8604633143953685,38.9953683,21.9877132
Greece,Female 5-17,-10.771905424200275,21696.808066759386,0.1724,0.9637921700687596,38.9953683,21.9877132
Greece,Female 18-59,-31.780930760499434,64025.02951191827,0.2333,0.9618834489589688,38.9953683,21.9877132
Greece,Female 60+,-0.8160919540229887,1643.5632183908046,0.1753,0.9191860806505892,38.9953683,21.9877132
Greece,Male 0-4,-4.556328233657858,9177.07788595271,0.1434,0.9919415672897034,38.9953683,21.9877132
Greece,Male 5-17,-23.57716701902748,47502.24101479914,0.2942,0.9063579382226092,38.9953683,21.9877132
Greece,Male 18-59,-133.17131474103584,268335.23306772904,0.2391,0.6664153253416223,38.9953683,21.9877132
Greece,Male 60+,-1.6769230769230767,3378.1538461538457,0.1811,0.6511150147929116,38.9953683,21.9877132
Grenada,Female 0-4,-0.0,0.0,0.01,1.0,12.1360374,-61.6904045
Grenada,Female 5-17,-0.0,0.0,0.01,1.0,12.1360374,-61.6904045
Grenada,Female 18-59,-0.0357142857142857,72.60714285714283,0.2275,0.19897959183673355,12.1360374,-61.6904045
